"","X","entryID","name","type","reaction","x","y","graphicalType","width","height","bgcolor","entrez","dictID","reaction_type","org","pathway","is_bottleneck","freq","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification","lethal_nonlethal","entrezgene_accession"
"82",82,70,"ec:2.7.1.1","gene","rn:R01326",310,323,"rectangle",46,17,"#BFFFBF","sce:YCL040W / sce:YDR516C / sce:YFR053C / sce:YGL253W / sce:YLR446W",238,"irreversible","sce",51,0,1,0.0225108225108225,9,24,0.307692307692308,0.00442477876106195,3,1.69062650642979e-16,3,3,4,13,8.99922180647799e-18,1,"HNB","nonlethal",""
"83",83,73,"ec:2.7.1.1","gene","rn:R00867",472,282,"rectangle",46,17,"#BFFFBF","sce:YCL040W / sce:YDR516C / sce:YFR053C / sce:YGL253W / sce:YLR446W",241,"irreversible","sce",51,0,1,0.0225108225108225,9,24,0.307692307692308,0.00442477876106195,3,1.69062650642979e-16,3,3,4,13,8.99922180647799e-18,1,"HNB","nonlethal",""
"84",84,75,"ec:3.1.3.46","gene","rn:R02731",900,269,"rectangle",46,17,"#BFFFBF","sce:YJL155C / sce:YLR345W",243,"irreversible","sce",51,0,1,0,4,23,0.638888888888889,0.00316455696202532,3,2.45376009365617e-16,3,3,4,9,0.638270988643051,0.543564093113661,"NHNB","nonlethal",""
"85",85,76,"ec:2.7.1.105","gene","rn:R02732",943,288,"rectangle",46,17,"#BFFFBF","sce:YIL107C / sce:YOL136C",244,"irreversible","sce",51,0,1,0,4,23,0.638888888888889,0.00316455696202532,3,1.98703473467072e-16,3,3,4,9,0.638270988643051,0.543564093113661,"NHNB","nonlethal",""
"86",86,78,"ec:5.3.1.8","gene","rn:R01819",682,324,"rectangle",46,17,"#BFFFBF","sce:YER003C",246,"reversible","sce",51,0,1,0.0173160173160173,4,52,0.666666666666667,0.00297619047619048,3,2.26752564935396e-15,3,3,4,13,0.915823941525066,0.513860061894443,"HNB","nonlethal",""
"87",87,79,"ec:5.4.2.8","gene","rn:R01818",397,355,"rectangle",46,17,"#BFFFBF","sce:YFL045C",247,"reversible","sce",51,1,1,0.0303030303030303,1,5,0.238095238095238,0.00206611570247934,3,1.87576529959384e-15,4,3,4,7,0.70386738258896,3.73631525007488e-17,"NHB","nonlethal",""
"88",88,84,"ec:2.7.7.13","gene","rn:R00885",372,426,"rectangle",46,17,"#BFFFBF","sce:YDL055C",251,"irreversible","sce",51,0,1,0,0,0,0,0.00197628458498024,5,1.66764589757393e-15,5,3,4,1,0,8.82298447312833e-18,"NHNB","nonlethal",""
"89",89,88,"ec:2.7.1.11","gene","rn:R04779",963,418,"rectangle",46,17,"#BFFFBF","sce:YGR240C / sce:YMR205C",255,"irreversible","sce",51,0,1,0.0454545454545455,1,29,0.527272727272727,0.00237529691211401,3,3.76218783604026e-15,3,3,4,11,0.981420335470976,0.000106188118179227,"NHNB","nonlethal",""
"90",90,93,"ec:5.3.1.1","gene","rn:R01015",922,687,"rectangle",46,17,"#BFFFBF","sce:YDR050C",260,"reversible","sce",51,0,1,0,3,2,0.666666666666667,0.00238663484486874,4,1.31656255071626e-16,5,3,4,3,0,0.00551095229235828,"NHNB","nonlethal",""
"91",91,94,"ec:4.1.2.13","gene","rn:R02568",589,989,"rectangle",46,17,"#BFFFBF","sce:YKL060C",261,"reversible","sce",51,1,1,0.0844155844155844,3,2,0.133333333333333,0.00227272727272727,4,1,4,3,4,8,0.000757717629739329,0.145546835588786,"NHB","nonlethal",""
"92",92,95,"ec:2.7.1.28","gene","rn:R01059",976,738,"rectangle",46,17,"#BFFFBF","sce:YFL053W / sce:YML070W",262,"irreversible","sce",51,0,1,0,1,1,1,0.00226244343891403,4,0.707106781186546,5,3,4,3,0.019283160722626,0.000106188118179077,"NHNB","nonlethal",""
"93",93,96,"ec:4.1.2.13","gene","rn:R01070",922,593,"rectangle",46,17,"#BFFFBF","sce:YKL060C",263,"reversible","sce",51,1,1,0.0844155844155844,3,2,0.133333333333333,0.00227272727272727,4,1,4,3,4,8,0.000757717629739329,0.145546835588786,"NHB","nonlethal",""
"94",94,105,"ec:3.1.3.11","gene","rn:R04780",878,418,"rectangle",46,17,"#BFFFBF","sce:YLR377C",271,"irreversible","sce",51,0,1,0,0,29,0.527272727272727,0.00197628458498024,3,0.707106781186549,3,3,4,11,1,0,"NHNB","nonlethal",""
"95",95,57,"ec:2.7.1.11","gene","rn:R03236 rn:R03237 rn:R03238 rn:R03239",964,576,"rectangle",46,17,"#BFFFBF","sce:YGR240C / sce:YMR205C",306,"reversible","sce",52,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"96",96,62,"ec:3.2.1.26","gene","rn:R03635",628,502,"rectangle",46,17,"#BFFFBF","sce:YIL162W",311,"irreversible","sce",52,1,1,0,7,0,0,0.00317460317460317,1,0,1,1,4,7,2.20778527651866e-16,0,"HB","nonlethal",""
"97",97,66,"ec:3.2.1.26","gene","rn:R02410",709,485,"rectangle",46,17,"#BFFFBF","sce:YIL162W",315,"irreversible","sce",52,1,1,0,7,0,0,0.00317460317460317,1,0,1,1,4,7,2.20778527651866e-16,0,"HB","nonlethal",""
"98",98,74,"ec:2.7.1.1","gene","rn:R01786",428,454,"rectangle",46,17,"#BFFFBF","sce:YCL040W / sce:YDR516C / sce:YFR053C / sce:YGL253W / sce:YLR446W",323,"reversible","sce",52,0,1,0,3,0,0,0.00328947368421053,2,0,4,1,4,3,1.76039926213018e-16,1,"NHNB","nonlethal",""
"99",99,77,"ec:5.4.2.2","gene","rn:R00959",505,403,"rectangle",46,17,"#BFFFBF","sce:YKL127W / sce:YMR105C / sce:YMR278W",326,"reversible","sce",52,0,1,0.0198412698412698,2,0,0,0.00276243093922652,2,0,3,1,4,7,1,7.15818877135642e-18,"HNB","nonlethal",""
"100",100,79,"ec:5.1.3.2","gene","rn:R00291",566,281,"rectangle",46,17,"#BFFFBF","sce:YBR019C",328,"reversible","sce",52,0,1,0,5,4,0.4,0.00280112044817927,3,0,3,1,4,5,2.29301120808911e-16,3.6044823867187e-17,"NHNB","nonlethal",""
"101",101,80,"ec:2.7.7.9","gene","rn:R00289",505,252,"rectangle",46,17,"#BFFFBF","sce:YHL012W / sce:YKL035W",329,"reversible","sce",52,0,1,0.0285714285714286,1,1,0.1,0.00249376558603491,3,0,2,1,4,5,0,0,"NHNB","nonlethal",""
"102",102,82,"ec:2.7.7.12","gene","rn:R00955",354,281,"rectangle",46,17,"#BFFFBF","sce:YBR018C",331,"reversible","sce",52,0,1,0.0476190476190476,2,4,0.4,0.00238095238095238,3,0,3,1,4,5,0,1.20173816181561e-16,"NHNB","nonlethal",""
"103",103,156,"ec:3.2.1.10","gene","rn:R00801",812,515,"rectangle",46,17,"#BFFFBF","sce:YBR299W / sce:YGR287C / sce:YGR292W / sce:YIL172C / sce:YJL216C / sce:YJL221C / sce:YOL157C",347,"irreversible","sce",52,0,1,0,0,0,0,0.00216450216450216,1,0,2,1,4,1,3.09261406187265e-17,0,"NHNB","nonlethal",""
"104",104,171,"ec:2.7.1.6","gene","rn:R01092",245,281,"rectangle",46,17,"#BFFFBF","sce:YBR020W / sce:YDR009W",355,"irreversible","sce",52,0,1,0,0,1,1,0.00216450216450216,3,0,4,1,4,2,0,0,"NHNB","nonlethal",""
"105",105,172,"ec:5.1.3.3","gene","rn:R10619",163,281,"rectangle",46,17,"#BFFFBF","sce:YBR019C",356,"irreversible","sce",52,0,1,0,5,4,0.4,0.00280112044817927,3,0,3,1,4,5,2.29301120808911e-16,3.6044823867187e-17,"NHNB","nonlethal",""
"106",106,59,"ec:2.3.1.179","gene","rn:R07762",1264,339,"rectangle",46,17,"#BFFFBF","sce:YER061C",435,"irreversible","sce",61,0,1,0.033459595959596,5,6,0.6,0.0158730158730159,1,0.581978981776125,2,1,3,8,0.199550202332647,1,"NHNB","nonlethal",""
"107",107,60,"ec:1.1.1.100","gene","rn:R07763",1264,424,"rectangle",46,17,"#BFFFBF","sce:YKL055C",436,"reversible","sce",61,0,1,0.00946969696969697,2,5,0.833333333333333,0.0144927536231884,2,0.482169822508593,2,1,3,5,0.336145960831384,0.363460174723733,"NHNB","nonlethal",""
"108",108,64,"ec:2.3.1.179","gene","rn:R04968",1037,339,"rectangle",46,17,"#BFFFBF","sce:YER061C",440,"irreversible","sce",61,0,1,0.033459595959596,5,6,0.6,0.0158730158730159,1,0.581978981776125,2,1,3,8,0.199550202332647,1,"NHNB","nonlethal",""
"109",109,65,"ec:2.3.1.179","gene","rn:R04726",895,339,"rectangle",46,17,"#BFFFBF","sce:YER061C",441,"irreversible","sce",61,0,1,0.033459595959596,5,6,0.6,0.0158730158730159,1,0.581978981776125,2,1,3,8,0.199550202332647,1,"NHNB","nonlethal",""
"110",110,66,"ec:2.3.1.179","gene","rn:R04963",754,339,"rectangle",46,17,"#BFFFBF","sce:YER061C",442,"irreversible","sce",61,0,1,0.033459595959596,5,6,0.6,0.0158730158730159,1,0.581978981776125,2,1,3,8,0.199550202332647,1,"NHNB","nonlethal",""
"111",111,67,"ec:2.3.1.179","gene","rn:R04960",612,339,"rectangle",46,17,"#BFFFBF","sce:YER061C",443,"irreversible","sce",61,0,1,0.033459595959596,5,6,0.6,0.0158730158730159,1,0.581978981776125,2,1,3,8,0.199550202332647,1,"NHNB","nonlethal",""
"112",112,68,"ec:2.3.1.179","gene","rn:R04957",470,339,"rectangle",46,17,"#BFFFBF","sce:YER061C",444,"irreversible","sce",61,0,1,0.033459595959596,5,6,0.6,0.0158730158730159,1,0.581978981776125,2,1,3,8,0.199550202332647,1,"NHNB","nonlethal",""
"113",113,69,"ec:2.3.1.179","gene","rn:R04952",328,339,"rectangle",46,17,"#BFFFBF","sce:YER061C",445,"irreversible","sce",61,0,1,0.033459595959596,5,6,0.6,0.0158730158730159,1,0.581978981776125,2,1,3,8,0.199550202332647,1,"NHNB","nonlethal",""
"114",114,77,"ec:2.3.1.86","gene","rn:R04970",987,619,"rectangle",46,17,"#BFFFBF","sce:YKL182W",449,"reversible","sce",61,0,1,0.246717171717172,6,14,0.254545454545455,0.0161290322580645,2,0.900990489161233,2,1,3,16,0.940738242484323,0.699592122601602,"HNB","nonlethal",""
"115",115,79,"ec:2.3.1.86","gene","rn:R04544",987,517,"rectangle",46,17,"#BFFFBF","sce:YKL182W",451,"reversible","sce",61,0,1,0.246717171717172,6,14,0.254545454545455,0.0161290322580645,2,0.900990489161233,2,1,3,16,0.940738242484323,0.699592122601602,"HNB","nonlethal",""
"116",116,81,"ec:1.1.1.100","gene","rn:R04543",1037,405,"rectangle",46,17,"#BFFFBF","sce:YKL055C",453,"reversible","sce",61,0,1,0.00946969696969697,2,5,0.833333333333333,0.0144927536231884,2,0.482169822508593,2,1,3,5,0.336145960831384,0.363460174723733,"NHNB","nonlethal",""
"117",117,82,"ec:2.3.1.86","gene","rn:R04543",987,424,"rectangle",46,17,"#BFFFBF","sce:YPL231W",454,"reversible","sce",61,0,1,0.162373737373737,4,17,0.257575757575758,0.015625,2,1,1,1,3,15,1,0.610373668090196,"NHNB","nonlethal",""
"118",118,85,"ec:2.3.1.86","gene","rn:R04968",987,329,"rectangle",46,17,"#BFFFBF","sce:YPL231W",457,"irreversible","sce",61,0,1,0.162373737373737,4,17,0.257575757575758,0.015625,2,1,1,1,3,15,1,0.610373668090196,"NHNB","nonlethal",""
"119",119,88,"ec:2.3.1.86","gene","rn:R04967",845,619,"rectangle",46,17,"#BFFFBF","sce:YKL182W",460,"reversible","sce",61,0,1,0.246717171717172,6,14,0.254545454545455,0.0161290322580645,2,0.900990489161233,2,1,3,16,0.940738242484323,0.699592122601602,"HNB","nonlethal",""
"120",120,90,"ec:2.3.1.86","gene","rn:R04568",845,517,"rectangle",46,17,"#BFFFBF","sce:YKL182W",462,"reversible","sce",61,0,1,0.246717171717172,6,14,0.254545454545455,0.0161290322580645,2,0.900990489161233,2,1,3,16,0.940738242484323,0.699592122601602,"HNB","nonlethal",""
"121",121,92,"ec:1.1.1.100","gene","rn:R04566",895,405,"rectangle",46,17,"#BFFFBF","sce:YKL055C",464,"reversible","sce",61,0,1,0.00946969696969697,2,5,0.833333333333333,0.0144927536231884,2,0.482169822508593,2,1,3,5,0.336145960831384,0.363460174723733,"NHNB","nonlethal",""
"122",122,93,"ec:2.3.1.86","gene","rn:R04566",845,424,"rectangle",46,17,"#BFFFBF","sce:YPL231W",465,"reversible","sce",61,0,1,0.162373737373737,4,17,0.257575757575758,0.015625,2,1,1,1,3,15,1,0.610373668090196,"NHNB","nonlethal",""
"123",123,96,"ec:2.3.1.86","gene","rn:R04726",845,329,"rectangle",46,17,"#BFFFBF","sce:YPL231W",468,"irreversible","sce",61,0,1,0.162373737373737,4,17,0.257575757575758,0.015625,2,1,1,1,3,15,1,0.610373668090196,"NHNB","nonlethal",""
"124",124,99,"ec:2.3.1.86","gene","rn:R04725",704,619,"rectangle",46,17,"#BFFFBF","sce:YKL182W",471,"reversible","sce",61,0,1,0.246717171717172,6,14,0.254545454545455,0.0161290322580645,2,0.900990489161233,2,1,3,16,0.940738242484323,0.699592122601602,"HNB","nonlethal",""
"125",125,101,"ec:2.3.1.86","gene","rn:R04965",704,517,"rectangle",46,17,"#BFFFBF","sce:YKL182W",473,"reversible","sce",61,0,1,0.246717171717172,6,14,0.254545454545455,0.0161290322580645,2,0.900990489161233,2,1,3,16,0.940738242484323,0.699592122601602,"HNB","nonlethal",""
"126",126,103,"ec:1.1.1.100","gene","rn:R04964",754,405,"rectangle",46,17,"#BFFFBF","sce:YKL055C",475,"reversible","sce",61,0,1,0.00946969696969697,2,5,0.833333333333333,0.0144927536231884,2,0.482169822508593,2,1,3,5,0.336145960831384,0.363460174723733,"NHNB","nonlethal",""
"127",127,104,"ec:2.3.1.86","gene","rn:R04964",704,424,"rectangle",46,17,"#BFFFBF","sce:YPL231W",476,"reversible","sce",61,0,1,0.162373737373737,4,17,0.257575757575758,0.015625,2,1,1,1,3,15,1,0.610373668090196,"NHNB","nonlethal",""
"128",128,107,"ec:2.3.1.86","gene","rn:R04963",704,329,"rectangle",46,17,"#BFFFBF","sce:YPL231W",479,"irreversible","sce",61,0,1,0.162373737373737,4,17,0.257575757575758,0.015625,2,1,1,1,3,15,1,0.610373668090196,"NHNB","nonlethal",""
"129",129,110,"ec:2.3.1.86","gene","rn:R04962",562,619,"rectangle",46,17,"#BFFFBF","sce:YKL182W",482,"reversible","sce",61,0,1,0.246717171717172,6,14,0.254545454545455,0.0161290322580645,2,0.900990489161233,2,1,3,16,0.940738242484323,0.699592122601602,"HNB","nonlethal",""
"130",130,112,"ec:2.3.1.86","gene","rn:R04535",562,517,"rectangle",46,17,"#BFFFBF","sce:YKL182W",484,"reversible","sce",61,0,1,0.246717171717172,6,14,0.254545454545455,0.0161290322580645,2,0.900990489161233,2,1,3,16,0.940738242484323,0.699592122601602,"HNB","nonlethal",""
"131",131,114,"ec:1.1.1.100","gene","rn:R04534",612,405,"rectangle",46,17,"#BFFFBF","sce:YKL055C",486,"reversible","sce",61,0,1,0.00946969696969697,2,5,0.833333333333333,0.0144927536231884,2,0.482169822508593,2,1,3,5,0.336145960831384,0.363460174723733,"NHNB","nonlethal",""
"132",132,115,"ec:2.3.1.86","gene","rn:R04534",562,424,"rectangle",46,17,"#BFFFBF","sce:YPL231W",487,"reversible","sce",61,0,1,0.162373737373737,4,17,0.257575757575758,0.015625,2,1,1,1,3,15,1,0.610373668090196,"NHNB","nonlethal",""
"133",133,118,"ec:2.3.1.86","gene","rn:R04960",562,329,"rectangle",46,17,"#BFFFBF","sce:YPL231W",490,"irreversible","sce",61,0,1,0.162373737373737,4,17,0.257575757575758,0.015625,2,1,1,1,3,15,1,0.610373668090196,"NHNB","nonlethal",""
"134",134,121,"ec:2.3.1.86","gene","rn:R04959",420,619,"rectangle",46,17,"#BFFFBF","sce:YKL182W",493,"reversible","sce",61,0,1,0.246717171717172,6,14,0.254545454545455,0.0161290322580645,2,0.900990489161233,2,1,3,16,0.940738242484323,0.699592122601602,"HNB","nonlethal",""
"135",135,123,"ec:2.3.1.86","gene","rn:R04537",420,517,"rectangle",46,17,"#BFFFBF","sce:YKL182W",495,"reversible","sce",61,0,1,0.246717171717172,6,14,0.254545454545455,0.0161290322580645,2,0.900990489161233,2,1,3,16,0.940738242484323,0.699592122601602,"HNB","nonlethal",""
"136",136,125,"ec:1.1.1.100","gene","rn:R04536",470,405,"rectangle",46,17,"#BFFFBF","sce:YKL055C",497,"reversible","sce",61,0,1,0.00946969696969697,2,5,0.833333333333333,0.0144927536231884,2,0.482169822508593,2,1,3,5,0.336145960831384,0.363460174723733,"NHNB","nonlethal",""
"137",137,126,"ec:2.3.1.86","gene","rn:R04536",420,424,"rectangle",46,17,"#BFFFBF","sce:YPL231W",498,"reversible","sce",61,0,1,0.162373737373737,4,17,0.257575757575758,0.015625,2,1,1,1,3,15,1,0.610373668090196,"NHNB","nonlethal",""
"138",138,129,"ec:2.3.1.86","gene","rn:R04957",420,329,"rectangle",46,17,"#BFFFBF","sce:YPL231W",501,"irreversible","sce",61,0,1,0.162373737373737,4,17,0.257575757575758,0.015625,2,1,1,1,3,15,1,0.610373668090196,"NHNB","nonlethal",""
"139",139,132,"ec:2.3.1.86","gene","rn:R04956",278,619,"rectangle",46,17,"#BFFFBF","sce:YKL182W",504,"reversible","sce",61,0,1,0.246717171717172,6,14,0.254545454545455,0.0161290322580645,2,0.900990489161233,2,1,3,16,0.940738242484323,0.699592122601602,"HNB","nonlethal",""
"140",140,134,"ec:2.3.1.86","gene","rn:R04954",278,517,"rectangle",46,17,"#BFFFBF","sce:YKL182W",506,"reversible","sce",61,0,1,0.246717171717172,6,14,0.254545454545455,0.0161290322580645,2,0.900990489161233,2,1,3,16,0.940738242484323,0.699592122601602,"HNB","nonlethal",""
"141",141,136,"ec:1.1.1.100","gene","rn:R04953",328,405,"rectangle",46,17,"#BFFFBF","sce:YKL055C",508,"reversible","sce",61,0,1,0.00946969696969697,2,5,0.833333333333333,0.0144927536231884,2,0.482169822508593,2,1,3,5,0.336145960831384,0.363460174723733,"NHNB","nonlethal",""
"142",142,137,"ec:2.3.1.86","gene","rn:R04953",278,424,"rectangle",46,17,"#BFFFBF","sce:YPL231W",509,"reversible","sce",61,0,1,0.162373737373737,4,17,0.257575757575758,0.015625,2,1,1,1,3,15,1,0.610373668090196,"NHNB","nonlethal",""
"143",143,141,"ec:2.3.1.86","gene","rn:R04952",278,329,"rectangle",46,17,"#BFFFBF","sce:YPL231W",513,"irreversible","sce",61,0,1,0.162373737373737,4,17,0.257575757575758,0.015625,2,1,1,1,3,15,1,0.610373668090196,"NHNB","nonlethal",""
"144",144,143,"ec:2.3.1.86","gene","rn:R04430",137,619,"rectangle",46,17,"#BFFFBF","sce:YKL182W",515,"reversible","sce",61,0,1,0.246717171717172,6,14,0.254545454545455,0.0161290322580645,2,0.900990489161233,2,1,3,16,0.940738242484323,0.699592122601602,"HNB","nonlethal",""
"145",145,146,"ec:2.3.1.86","gene","rn:R04428",137,517,"rectangle",46,17,"#BFFFBF","sce:YKL182W",518,"reversible","sce",61,0,1,0.246717171717172,6,14,0.254545454545455,0.0161290322580645,2,0.900990489161233,2,1,3,16,0.940738242484323,0.699592122601602,"HNB","nonlethal",""
"146",146,148,"ec:1.1.1.100","gene","rn:R04533",187,405,"rectangle",46,17,"#BFFFBF","sce:YKL055C",520,"reversible","sce",61,0,1,0.00946969696969697,2,5,0.833333333333333,0.0144927536231884,2,0.482169822508593,2,1,3,5,0.336145960831384,0.363460174723733,"NHNB","nonlethal",""
"147",147,149,"ec:2.3.1.86","gene","rn:R04533",137,424,"rectangle",46,17,"#BFFFBF","sce:YPL231W",521,"reversible","sce",61,0,1,0.162373737373737,4,17,0.257575757575758,0.015625,2,1,1,1,3,15,1,0.610373668090196,"NHNB","nonlethal",""
"148",148,151,"ec:2.3.1.86","gene","rn:R04355",137,329,"rectangle",46,17,"#BFFFBF","sce:YPL231W",523,"irreversible","sce",61,0,1,0.162373737373737,4,17,0.257575757575758,0.015625,2,1,1,1,3,15,1,0.610373668090196,"NHNB","nonlethal",""
"149",149,153,"ec:2.3.1.39","gene","rn:R01626",300,227,"rectangle",46,17,"#BFFFBF","sce:YOR221C",525,"irreversible","sce",61,0,1,0.0393939393939394,3,3,0.5,0.0151515151515152,3,0.610657855360027,2,1,3,7,0.409158762375254,0.134748673925557,"NHNB","nonlethal",""
"150",150,154,"ec:2.3.1.86","gene","rn:R01626",250,227,"rectangle",46,17,"#BFFFBF","sce:YKL182W",526,"irreversible","sce",61,0,1,0.246717171717172,6,14,0.254545454545455,0.0161290322580645,2,0.900990489161233,2,1,3,16,0.940738242484323,0.699592122601602,"HNB","nonlethal",""
"151",151,157,"ec:2.3.1.86","gene","rn:R01624",137,197,"rectangle",46,17,"#BFFFBF","sce:YKL182W",528,"irreversible","sce",61,0,1,0.246717171717172,6,14,0.254545454545455,0.0161290322580645,2,0.900990489161233,2,1,3,16,0.940738242484323,0.699592122601602,"HNB","nonlethal",""
"152",152,159,"ec:6.4.1.2","gene","rn:R00742",275,147,"rectangle",46,17,"#BFFFBF","sce:YMR207C / sce:YNR016C",530,"reversible","sce",61,0,1,0.00883838383838384,3,2,0.666666666666667,0.0153846153846154,4,0.390613428877915,2,1,3,5,0.109226499277805,0.757519331415628,"NHNB","nonlethal",""
"153",153,260,"ec:2.3.1.86","gene","rn:R10700",928,787,"rectangle",46,17,"#BFFFBF","sce:YKL182W",531,"irreversible","sce",61,0,1,0.246717171717172,6,14,0.254545454545455,0.0161290322580645,2,0.900990489161233,2,1,3,16,0.940738242484323,0.699592122601602,"HNB","nonlethal",""
"154",154,265,"ec:2.3.1.179","gene","rn:R04355",187,339,"rectangle",46,17,"#BFFFBF","sce:YER061C",535,"irreversible","sce",61,0,1,0.033459595959596,5,6,0.6,0.0158730158730159,1,0.581978981776125,2,1,3,8,0.199550202332647,1,"NHNB","nonlethal",""
"155",155,301,"ec:6.2.1.3","gene","rn:R01280",1012,829,"rectangle",46,17,"#BFFFBF","sce:YER015W / sce:YIL009W / sce:YMR246W / sce:YOR317W",559,"irreversible","sce",61,0,1,0,2,1,1,0.0181818181818182,2,0,2,1,3,2,1.76635449259516e-17,0.625621775277473,"NHNB","nonlethal",""
"156",156,307,NA,"gene","rn:R04430",187,666,"rectangle",46,17,"#BFFFBF","sce:YBR026C",NA,"reversible","sce",61,0,1,0.00934343434343434,3,5,0.833333333333333,0.0153846153846154,2,0.740572135648176,2,1,3,7,0.416052132619156,0.689949333269281,"NHNB","nonlethal",""
"157",157,313,NA,"gene","rn:R04956",328,666,"rectangle",46,17,"#BFFFBF","sce:YBR026C",NA,"reversible","sce",61,0,1,0.00934343434343434,3,5,0.833333333333333,0.0153846153846154,2,0.740572135648176,2,1,3,7,0.416052132619156,0.689949333269281,"NHNB","nonlethal",""
"158",158,314,NA,"gene","rn:R04959",470,666,"rectangle",46,17,"#BFFFBF","sce:YBR026C",NA,"reversible","sce",61,0,1,0.00934343434343434,3,5,0.833333333333333,0.0153846153846154,2,0.740572135648176,2,1,3,7,0.416052132619156,0.689949333269281,"NHNB","nonlethal",""
"159",159,315,NA,"gene","rn:R04962",612,666,"rectangle",46,17,"#BFFFBF","sce:YBR026C",NA,"reversible","sce",61,0,1,0.00934343434343434,3,5,0.833333333333333,0.0153846153846154,2,0.740572135648176,2,1,3,7,0.416052132619156,0.689949333269281,"NHNB","nonlethal",""
"160",160,316,NA,"gene","rn:R04725",754,666,"rectangle",46,17,"#BFFFBF","sce:YBR026C",NA,"reversible","sce",61,0,1,0.00934343434343434,3,5,0.833333333333333,0.0153846153846154,2,0.740572135648176,2,1,3,7,0.416052132619156,0.689949333269281,"NHNB","nonlethal",""
"161",161,317,NA,"gene","rn:R04967",895,666,"rectangle",46,17,"#BFFFBF","sce:YBR026C",NA,"reversible","sce",61,0,1,0.00934343434343434,3,5,0.833333333333333,0.0153846153846154,2,0.740572135648176,2,1,3,7,0.416052132619156,0.689949333269281,"NHNB","nonlethal",""
"162",162,318,NA,"gene","rn:R04970",1037,666,"rectangle",46,17,"#BFFFBF","sce:YBR026C",NA,"reversible","sce",61,0,1,0.00934343434343434,3,5,0.833333333333333,0.0153846153846154,2,0.740572135648176,2,1,3,7,0.416052132619156,0.689949333269281,"NHNB","nonlethal",""
"163",163,333,NA,"gene","rn:R04428",187,536,"rectangle",46,17,"#BFFFBF","sce:YHR067W",NA,"reversible","sce",61,0,1,0.0194444444444444,4,5,0.833333333333333,0.015625,2,0.382996110601905,2,1,3,6,0.12748802644143,0.868102443861845,"NHNB","nonlethal",""
"164",164,334,NA,"gene","rn:R04954",328,536,"rectangle",46,17,"#BFFFBF","sce:YHR067W",NA,"reversible","sce",61,0,1,0.0194444444444444,4,5,0.833333333333333,0.015625,2,0.382996110601905,2,1,3,6,0.12748802644143,0.868102443861845,"NHNB","nonlethal",""
"165",165,335,NA,"gene","rn:R04537",470,536,"rectangle",46,17,"#BFFFBF","sce:YHR067W",NA,"reversible","sce",61,0,1,0.0194444444444444,4,5,0.833333333333333,0.015625,2,0.382996110601905,2,1,3,6,0.12748802644143,0.868102443861845,"NHNB","nonlethal",""
"166",166,336,NA,"gene","rn:R04535",612,536,"rectangle",46,17,"#BFFFBF","sce:YHR067W",NA,"reversible","sce",61,0,1,0.0194444444444444,4,5,0.833333333333333,0.015625,2,0.382996110601905,2,1,3,6,0.12748802644143,0.868102443861845,"NHNB","nonlethal",""
"167",167,337,NA,"gene","rn:R04965",754,536,"rectangle",46,17,"#BFFFBF","sce:YHR067W",NA,"reversible","sce",61,0,1,0.0194444444444444,4,5,0.833333333333333,0.015625,2,0.382996110601905,2,1,3,6,0.12748802644143,0.868102443861845,"NHNB","nonlethal",""
"168",168,338,NA,"gene","rn:R04568",895,536,"rectangle",46,17,"#BFFFBF","sce:YHR067W",NA,"reversible","sce",61,0,1,0.0194444444444444,4,5,0.833333333333333,0.015625,2,0.382996110601905,2,1,3,6,0.12748802644143,0.868102443861845,"NHNB","nonlethal",""
"169",169,339,NA,"gene","rn:R04544",1037,536,"rectangle",46,17,"#BFFFBF","sce:YHR067W",NA,"reversible","sce",61,0,1,0.0194444444444444,4,5,0.833333333333333,0.015625,2,0.382996110601905,2,1,3,6,0.12748802644143,0.868102443861845,"NHNB","nonlethal",""
"170",170,348,"ec:1.1.1.100","gene","rn:R02767",931,1269,"rectangle",46,17,"#BFFFBF","sce:YKL055C",561,"reversible","sce",61,0,1,0.00946969696969697,2,5,0.833333333333333,0.0144927536231884,2,0.482169822508593,2,1,3,5,0.336145960831384,0.363460174723733,"NHNB","nonlethal",""
"171",171,362,NA,"gene","rn:R01404",957,1415,"rectangle",46,17,"#BFFFBF","sce:YBR026C",NA,"reversible","sce",61,0,1,0.00934343434343434,3,5,0.833333333333333,0.0153846153846154,2,0.740572135648176,2,1,3,7,0.416052132619156,0.689949333269281,"NHNB","nonlethal",""
